features.0, 32, 32, 3, 3, 3, 64, 1, 1, 1
features.3, 32, 32, 64, 3, 3, 64, 1, 1, 1
features.7, 16, 16, 64, 3, 3, 128, 1, 1, 1
features.10, 16, 16, 128, 3, 3, 128, 1, 1, 1
features.14, 8, 8, 128, 3, 3, 256, 1, 1, 1
features.17, 8, 8, 256, 3, 3, 256, 1, 1, 1
features.20, 8, 8, 256, 3, 3, 256, 1, 1, 1
features.24, 4, 4, 256, 3, 3, 512, 1, 1, 1
features.27, 4, 4, 512, 3, 3, 512, 1, 1, 1
features.30, 4, 4, 512, 3, 3, 512, 1, 1, 1
features.34, 2, 2, 512, 3, 3, 512, 1, 1, 1
features.37, 2, 2, 512, 3, 3, 512, 1, 1, 1
features.40, 2, 2, 512, 3, 3, 512, 1, 1, 1
classifier.0, 159, 159, 25088, 1, 1, 4096, 1, 1, 0
classifier.3, 64, 64, 4096, 1, 1, 4096, 1, 1, 0
classifier.6, 64, 64, 4096, 1, 1, 1000, 1, 1, 0
